Parent	Child	-	Weight	Probability	Score
G100	G66	-1	-0.069624	0.589772	-0.125678
G3	G67	1	0.074976	0.632737	0.145199
G8	G67	1	0.066384	0.528374	0.107354
G10	G67	1	0.079628	0.599145	0.146021
G14	G67	-1	-0.135153	0.823349	-0.340584
G15	G67	-1	-0.099288	0.590995	-0.179596
G21	G67	-1	-0.090719	0.592147	-0.164416
G22	G67	-1	-0.074438	0.507095	-0.115532
G27	G67	1	0.11631	0.923284	0.328676
G37	G67	-1	-0.066694	0.51638	-0.105407
G40	G67	1	0.124535	0.976859	0.372339
G44	G67	-1	-0.069929	0.525944	-0.112567
G52	G67	-1	-0.081329	0.727523	-0.181096
G54	G67	-1	-0.076179	0.512311	-0.11945
G57	G67	-1	-0.075902	0.562921	-0.130772
G59	G67	1	0.095115	0.605079	0.176147
G63	G67	1	0.109964	0.935772	0.314946
G75	G67	1	0.099885	0.815117	0.249193
G78	G67	1	0.116366	0.742791	0.264551
G82	G67	1	0.079517	0.501386	0.122025
G83	G67	1	0.114342	0.952461	0.333325
G85	G67	1	0.124322	0.9617	0.365934
G87	G67	-1	-0.098139	0.659646	-0.198139
G90	G67	1	0.116234	0.953313	0.339144
G91	G67	1	0.179484	0.999873	0.549269
G93	G67	-1	-0.08264	0.732593	-0.185297
G95	G67	1	0.124879	0.94369	0.360692
G98	G67	1	0.152103	0.997962	0.464586
G1	G68	1	0.178273	0.980031	0.534738
G2	G68	-1	-0.132409	0.808031	-0.327461
G5	G68	1	0.103356	0.823456	0.260492
G7	G68	-1	-0.080822	0.619189	-0.153167
G10	G68	1	0.180205	0.995592	0.549115
G12	G68	1	0.108826	0.747966	0.249133
G15	G68	-1	-0.148819	0.780902	-0.355688
G16	G68	1	0.119741	0.746175	0.273463
G17	G68	-1	-0.088968	0.579733	-0.157863
G22	G68	-1	-0.113517	0.687717	-0.238938
G24	G68	1	0.090558	0.584529	0.162012
G28	G68	1	0.120561	0.821148	0.303001
G30	G68	1	0.08104	0.57235	0.141963
G32	G68	-1	-0.10998	0.572958	-0.192864
G35	G68	1	0.081224	0.638309	0.158682
G44	G68	-1	-0.112761	0.798617	-0.275622
G46	G68	1	0.079773	0.571771	0.139602
G52	G68	1	0.08176	0.640267	0.160221
G54	G68	-1	-0.159274	0.907986	-0.44263
G56	G68	1	0.094911	0.627587	0.182308
G58	G68	1	0.2011	0.995113	0.612492
G59	G68	-1	-0.11369	0.634552	-0.220804
G61	G68	1	0.129585	0.721745	0.286257
G66	G68	1	0.126956	0.841767	0.327085
G68	G68	-1	-0.09428	0.659073	-0.190182
G74	G68	1	0.092883	0.606304	0.172363
G77	G68	1	0.102335	0.646568	0.202513
G79	G68	1	0.101697	0.604871	0.188272
G85	G68	1	0.143789	0.970973	0.427316
G87	G68	-1	-0.163991	0.925279	-0.464416
G89	G68	1	0.157437	0.975965	0.47028
G91	G68	1	0.07001	0.510511	0.10939
G92	G68	1	0.097504	0.689593	0.205794
G93	G68	1	0.079505	0.620174	0.150911
G94	G68	1	0.199138	0.99888	0.608811
G98	G68	1	0.091137	0.704187	0.196425
G7	G69	1	0.079034	0.613004	0.148283
G13	G69	-1	-0.183452	0.90368	-0.507403
G14	G69	-1	-0.099752	0.533231	-0.1628
G15	G69	-1	-0.165482	0.859652	-0.4354
G19	G69	-1	-0.163851	0.874408	-0.43851
G22	G69	1	0.137986	0.845075	0.3569
G23	G69	-1	-0.170916	0.981055	-0.513206
G24	G69	-1	-0.092623	0.597464	-0.169373
G25	G69	1	0.112927	0.640373	0.221332
G27	G69	1	0.196747	0.99875	0.601423
G28	G69	1	0.085619	0.539036	0.141255
G29	G69	-1	-0.094349	0.627666	-0.181252
G30	G69	-1	-0.077113	0.532603	-0.125703
G31	G69	1	0.17952	0.977717	0.537208
G32	G69	-1	-0.115468	0.603237	-0.21319
G33	G69	-1	-0.113887	0.679527	-0.236862
G34	G69	1	0.178836	0.962663	0.526922
G36	G69	1	0.103745	0.800055	0.254041
G44	G69	1	0.094173	0.670902	0.193375
G47	G69	1	0.172764	0.99744	0.527419
G49	G69	1	0.148047	0.957519	0.433874
G52	G69	1	0.096163	0.770872	0.226884
G56	G69	-1	-0.10834	0.74663	-0.247577
G62	G69	1	0.159684	0.971523	0.474821
G63	G69	1	0.103473	0.830094	0.262889
G65	G69	1	0.076757	0.526396	0.123666
G68	G69	-1	-0.081147	0.55565	-0.138003
G71	G69	-1	-0.207514	0.998895	-0.634428
G76	G69	1	0.109263	0.828678	0.277125
G77	G69	1	0.09451	0.57557	0.166491
G81	G69	1	0.080721	0.536277	0.132492
G82	G69	-1	-0.113937	0.632558	-0.220588
G86	G69	1	0.145869	0.836683	0.373542
G87	G69	-1	-0.119646	0.708699	-0.259523
G88	G69	1	0.105523	0.612339	0.197767
G93	G69	-1	-0.118963	0.90663	-0.330109
G95	G69	1	0.116614	0.841847	0.30047
G98	G69	1	0.076577	0.574082	0.134552
G1	G70	-1	-0.081602	0.501045	-0.125138
G6	G70	1	0.112879	0.610711	0.210992
G11	G70	-1	-0.127902	0.686442	-0.268717
G12	G70	1	0.100431	0.705781	0.216948
G16	G70	-1	-0.117647	0.757683	-0.272825
G17	G70	-1	-0.095838	0.662976	-0.19447
G19	G70	1	0.111441	0.629245	0.214626
G20	G70	1	0.136858	0.746917	0.312865
G22	G70	1	0.169687	0.958892	0.498006
G29	G70	1	0.162518	0.986213	0.490555
G30	G70	-1	-0.12998	0.921221	-0.366485
G32	G70	1	0.122088	0.653087	0.24404
G35	G70	-1	-0.157708	0.993552	-0.479579
G40	G70	1	0.138062	0.979891	0.414064
G46	G70	1	0.076607	0.557491	0.130715
G48	G70	1	0.081063	0.593242	0.147188
G51	G70	1	0.088536	0.66555	0.18035
G54	G70	1	0.10354	0.640691	0.203036
G55	G70	1	0.072793	0.517958	0.115398
G57	G70	-1	-0.14389	0.945462	-0.416381
G58	G70	1	0.123161	0.820885	0.309437
G60	G70	-1	-0.120545	0.787858	-0.290679
G62	G70	-1	-0.097662	0.653768	-0.195418
G63	G70	-1	-0.133993	0.967338	-0.396711
G64	G70	-1	-0.085814	0.595811	-0.156488
G71	G70	1	0.101992	0.683649	0.21341
G79	G70	1	0.134095	0.849837	0.34879
G80	G70	1	0.142859	0.81506	0.356379
G87	G70	-1	-0.087346	0.520337	-0.139106
G92	G70	-1	-0.07908	0.546462	-0.132263
G95	G70	1	0.093373	0.685685	0.195958
G96	G70	1	0.105247	0.854457	0.275243
G99	G70	-1	-0.072961	0.545282	-0.121767
G3	G71	1	0.186953	0.995776	0.569782
G6	G71	1	0.114803	0.569217	0.200007
G9	G71	1	0.141026	0.726844	0.31373
G10	G71	1	0.179858	0.990735	0.545386
G11	G71	-1	-0.109236	0.540639	-0.180755
G12	G71	1	0.087952	0.546194	0.147031
G16	G71	-1	-0.123896	0.720173	-0.273091
G17	G71	-1	-0.121915	0.79359	-0.296122
G19	G71	1	0.132168	0.688098	0.278351
G20	G71	1	0.206267	0.950985	0.600371
G24	G71	1	0.173985	0.978074	0.520833
G27	G71	1	0.100019	0.682865	0.209042
G28	G71	1	0.165667	0.9667	0.490165
G33	G71	1	0.235555	0.995994	0.718065
G35	G71	-1	-0.131291	0.926714	-0.372388
G36	G71	1	0.079593	0.502213	0.122344
G37	G71	1	0.133592	0.913299	0.373431
G38	G71	1	0.200555	0.947297	0.58148
G40	G71	-1	-0.109429	0.824001	-0.27598
G45	G71	-1	-0.154529	0.973787	-0.460563
G47	G71	-1	-0.148047	0.9589	-0.434498
G48	G71	-1	-0.126045	0.859045	-0.331402
G51	G71	-1	-0.143268	0.949353	-0.416286
G53	G71	-1	-0.171713	0.975412	-0.512634
G56	G71	1	0.121912	0.82047	0.306143
G57	G71	1	0.088803	0.543768	0.147795
G59	G71	1	0.118468	0.628992	0.228067
G62	G71	-1	-0.135055	0.843264	-0.348569
G64	G71	1	0.084096	0.519774	0.133784
G66	G71	1	0.12433	0.767951	0.292231
G69	G71	1	0.08526	0.520437	0.135808
G71	G71	1	0.225914	0.999701	0.691241
G75	G71	1	0.103133	0.691872	0.218393
G80	G71	1	0.178662	0.908052	0.496546
G83	G71	-1	-0.12936	0.918145	-0.36352
G85	G71	-1	-0.076891	0.520925	-0.122594
G90	G71	1	0.075632	0.510999	0.118289
G96	G71	-1	-0.087474	0.635776	-0.170214
G97	G71	1	0.10281	0.598127	0.18821
G98	G71	1	0.114802	0.845725	0.297162
G99	G71	1	0.108697	0.790361	0.262942
G100	G71	1	0.078484	0.566689	0.136127
G1	G72	1	0.132545	0.771834	0.313114
G3	G72	1	0.175739	0.987506	0.531159
G12	G72	1	0.144444	0.895712	0.395989
G13	G72	1	0.139354	0.668085	0.28495
G17	G72	-1	-0.125078	0.80212	-0.307069
G18	G72	-1	-0.13746	0.897151	-0.377448
G19	G72	1	0.116995	0.594823	0.212995
G20	G72	1	0.192974	0.908267	0.536448
G21	G72	1	0.170388	0.930072	0.485033
G22	G72	-1	-0.140127	0.793099	-0.340146
G23	G72	1	0.110013	0.657953	0.221542
G25	G72	-1	-0.13475	0.711557	-0.293465
G26	G72	1	0.124934	0.871192	0.333126
G27	G72	-1	-0.187077	0.988157	-0.5658
G28	G72	1	0.220238	0.998678	0.673181
G30	G72	1	0.138545	0.883287	0.374548
G33	G72	1	0.238132	0.995022	0.725215
G35	G72	-1	-0.100583	0.742188	-0.228483
G40	G72	1	0.149713	0.967215	0.443197
G42	G72	1	0.093302	0.639542	0.182631
G44	G72	-1	-0.167851	0.982531	-0.504761
G45	G72	-1	-0.09237	0.669946	-0.189403
G51	G72	-1	-0.081878	0.516185	-0.129356
G56	G72	1	0.138103	0.886579	0.374744
G57	G72	-1	-0.106261	0.662417	-0.215437
G58	G72	-1	-0.102322	0.612712	-0.191885
G59	G72	-1	-0.165978	0.85145	-0.432539
G62	G72	-1	-0.194989	0.991495	-0.59172
G64	G72	1	0.090395	0.550547	0.15232
G65	G72	1	0.115543	0.762067	0.269497
G70	G72	1	0.154799	0.803902	0.380878
G71	G72	1	0.13582	0.82851	0.344411
G72	G72	1	0.091679	0.500135	0.140337
G73	G72	1	0.164172	0.88681	0.4456
G74	G72	1	0.184416	0.988792	0.558108
G80	G72	1	0.125429	0.637142	0.244596
G81	G72	-1	-0.100345	0.627202	-0.192627
G84	G72	1	0.243065	0.995609	0.740673
G91	G72	1	0.091591	0.638809	0.179077
G94	G72	1	0.082803	0.501722	0.127152
G98	G72	-1	-0.181867	0.994878	-0.553783
G99	G72	-1	-0.133861	0.90991	-0.372792
G1	G73	1	0.107025	0.701594	0.22982
G3	G73	1	0.158538	0.989529	0.480149
G4	G73	1	0.119706	0.848794	0.310982
G7	G73	1	0.089655	0.719506	0.197435
G10	G73	1	0.11184	0.815545	0.279165
G14	G73	1	0.101159	0.565881	0.175205
G15	G73	1	0.137056	0.757141	0.317608
G18	G73	-1	-0.103999	0.812032	-0.258474
G19	G73	1	0.172711	0.934764	0.494126
G21	G73	1	0.144158	0.906489	0.399961
G22	G73	-1	-0.150981	0.925797	-0.427813
G23	G73	1	0.15986	0.976859	0.477956
G25	G73	-1	-0.12188	0.728364	-0.271704
G26	G73	1	0.100117	0.78908	0.241793
G27	G73	-1	-0.08295	0.63157	-0.160344
G28	G73	1	0.085574	0.559318	0.146494
G29	G73	1	0.19107	0.99812	0.583702
G33	G73	1	0.158036	0.925278	0.447551
G35	G73	-1	-0.074045	0.621864	-0.140931
G38	G73	1	0.121492	0.706203	0.262598
G40	G73	1	0.114843	0.905325	0.318218
G45	G73	-1	-0.230729	0.999991	-0.706177
G47	G73	-1	-0.094869	0.783647	-0.227541
G59	G73	-1	-0.140332	0.831718	-0.357229
G60	G73	1	0.105134	0.688508	0.221548
G62	G73	-1	-0.181434	0.996039	-0.553108
G63	G73	1	0.076999	0.594187	0.140032
G73	G73	1	0.130119	0.807456	0.32157
G75	G73	1	0.090998	0.663648	0.184835
G85	G73	-1	-0.072478	0.567941	-0.125987
G88	G73	-1	-0.175365	0.975918	-0.523808
G90	G73	1	0.084198	0.649926	0.167487
G92	G73	-1	-0.09558	0.718274	-0.210123
G93	G73	1	0.092127	0.749261	0.211269
G99	G73	-1	-0.136686	0.975416	-0.408065
G1	G74	1	0.228308	0.991399	0.692764
G2	G74	-1	-0.287485	0.999511	-0.879463
G3	G74	1	0.229629	0.999001	0.702114
G6	G74	1	0.125015	0.562193	0.215111
G7	G74	-1	-0.092261	0.604983	-0.170836
G10	G74	1	0.196625	0.985363	0.592993
G12	G74	1	0.132157	0.779603	0.31534
G16	G74	-1	-0.173722	0.908284	-0.482939
G17	G74	-1	-0.142103	0.829362	-0.360714
G18	G74	-1	-0.088027	0.520675	-0.14028
G19	G74	1	0.32056	0.999672	0.980805
G20	G74	1	0.1404	0.635996	0.273299
G23	G74	-1	-0.108507	0.577367	-0.191746
G24	G74	1	0.237398	0.997825	0.725015
G26	G74	1	0.085881	0.530556	0.139459
G27	G74	-1	-0.14366	0.869589	-0.382354
G28	G74	1	0.17249	0.944961	0.498878
G29	G74	1	0.103206	0.577249	0.182341
G30	G74	1	0.094975	0.564115	0.163981
G33	G74	1	0.126741	0.647575	0.251202
G37	G74	-1	-0.108513	0.67273	-0.223428
G42	G74	-1	-0.101109	0.650694	-0.201364
G43	G74	-1	-0.140271	0.875775	-0.375991
G51	G74	-1	-0.176557	0.981149	-0.530194
G55	G74	-1	-0.089854	0.538089	-0.147982
G56	G74	1	0.156176	0.918306	0.438953
G60	G74	1	0.114773	0.612999	0.215335
G61	G74	1	0.138973	0.660274	0.280848
G62	G74	-1	-0.25765	0.999775	-0.788401
G63	G74	-1	-0.165845	0.970657	-0.4927
G68	G74	-1	-0.121085	0.736169	-0.272824
G69	G74	1	0.105121	0.596709	0.191985
G71	G74	1	0.111251	0.589444	0.200706
G73	G74	1	0.265074	0.99856	0.810135
G74	G74	1	0.182497	0.965662	0.539383
G75	G74	1	0.104845	0.633103	0.203159
G80	G74	1	0.189628	0.882562	0.512228
G85	G74	1	0.191947	0.989093	0.581079
G89	G74	1	0.202646	0.990405	0.614279
G91	G74	1	0.138876	0.897495	0.381482
G93	G74	1	0.165992	0.972942	0.494298
G97	G74	1	0.136384	0.736995	0.307641
G99	G74	-1	-0.197334	0.995087	-0.601007
G2	G75	-1	-0.145107	0.862418	-0.383021
G3	G75	1	0.170429	0.991848	0.517374
G4	G75	-1	-0.080499	0.522286	-0.12868
G5	G75	1	0.085561	0.656919	0.17203
G14	G75	1	0.108708	0.57312	0.190688
G19	G75	1	0.119937	0.651894	0.239302
G21	G75	-1	-0.102366	0.576874	-0.180739
G24	G75	1	0.152906	0.948458	0.443873
G25	G75	-1	-0.186022	0.959592	-0.546345
G31	G75	1	0.138373	0.842872	0.356967
G33	G75	1	0.139695	0.819646	0.350447
G36	G75	1	0.109289	0.839454	0.280795
G43	G75	-1	-0.092808	0.669335	-0.190127
G47	G75	1	0.111845	0.83253	0.284992
G48	G75	-1	-0.079845	0.536445	-0.131096
G49	G75	-1	-0.180813	0.991607	-0.548764
G51	G75	-1	-0.082439	0.553791	-0.139732
G54	G75	-1	-0.087877	0.514859	-0.138478
G56	G75	1	0.120271	0.838217	0.308556
G57	G75	1	0.092289	0.60914	0.17206
G58	G75	1	0.108784	0.703479	0.234224
G61	G75	1	0.194833	0.965671	0.575848
G62	G75	-1	-0.119666	0.777146	-0.284636
G64	G75	1	0.087048	0.574524	0.153066
G65	G75	1	0.158819	0.976873	0.47485
G69	G75	1	0.119081	0.817948	0.298114
G70	G75	1	0.127372	0.696628	0.271575
G76	G75	1	0.137356	0.961295	0.404128
G78	G75	1	0.137288	0.763485	0.320811
G85	G75	1	0.148223	0.968668	0.439446
G88	G75	1	0.137758	0.807114	0.340303
G90	G75	-1	-0.181034	0.997119	-0.552488
G92	G75	-1	-0.142803	0.931359	-0.407072
G93	G75	1	0.139128	0.966469	0.411545
G94	G75	1	0.127735	0.876424	0.34264
G95	G75	1	0.097128	0.691755	0.205643
G97	G75	1	0.093191	0.566205	0.161496
G98	G75	1	0.119305	0.891238	0.325438
G99	G75	1	0.124178	0.908348	0.345232
G1	G76	-1	-0.124743	0.63053	-0.240733
G3	G76	-1	-0.176359	0.960796	-0.518615
G5	G76	1	0.104897	0.66822	0.214534
G7	G76	1	0.273535	0.999982	0.837183
G8	G76	1	0.109842	0.64703	0.217524
G17	G76	1	0.148228	0.826488	0.374957
G18	G76	-1	-0.185195	0.963228	-0.545977
G19	G76	-1	-0.138992	0.620937	-0.264152
G20	G76	-1	-0.262611	0.978478	-0.786466
G26	G76	-1	-0.119817	0.747308	-0.274053
G27	G76	1	0.20837	0.987599	0.629843
G28	G76	1	0.213765	0.98769	0.646209
G29	G76	-1	-0.182979	0.9437	-0.528508
G31	G76	1	0.108329	0.511791	0.16969
G35	G76	1	0.087083	0.534818	0.142546
G36	G76	1	0.207701	0.998437	0.634709
G39	G76	-1	-0.171218	0.82657	-0.433156
G42	G76	1	0.185987	0.98757	0.562168
G46	G76	-1	-0.170257	0.964755	-0.502733
G48	G76	-1	-0.113021	0.652385	-0.225673
G49	G76	1	0.128163	0.710238	0.2786
G52	G76	1	0.199818	0.990606	0.605832
G55	G76	-1	-0.136658	0.808015	-0.337965
G61	G76	-1	-0.182249	0.821414	-0.458188
G62	G76	1	0.228337	0.995132	0.695462
G63	G76	1	0.15587	0.941072	0.448953
G65	G76	1	0.133016	0.771365	0.314035
G67	G76	-1	-0.134714	0.743948	-0.30674
G72	G76	-1	-0.192458	0.944337	-0.556262
G75	G76	-1	-0.144987	0.835906	-0.370939
G76	G76	1	0.13859	0.837865	0.355404
G77	G76	-1	-0.178763	0.90499	-0.49515
G80	G76	-1	-0.173392	0.785321	-0.416766
G81	G76	1	0.221189	0.992571	0.671957
G84	G76	-1	-0.237229	0.976979	-0.709363
G85	G76	1	0.12637	0.780706	0.301957
G89	G76	-1	-0.189723	0.96471	-0.560185
G91	G76	-1	-0.136075	0.854233	-0.355772
G93	G76	-1	-0.161112	0.94786	-0.4674
G96	G76	1	0.168286	0.96521	0.497147
G98	G76	1	0.085267	0.504704	0.131715
G100	G76	1	0.121732	0.795062	0.296225
G1	G77	1	0.166797	0.941744	0.480771
G3	G77	1	0.191631	0.99706	0.584793
G19	G77	1	0.207353	0.962451	0.610806
G20	G77	1	0.190977	0.918376	0.536806
G21	G77	1	0.139965	0.817305	0.350122
G24	G77	1	0.167385	0.968571	0.496208
G27	G77	-1	-0.164407	0.97722	-0.491732
G28	G77	1	0.156428	0.943542	0.451743
G33	G77	1	0.098056	0.549696	0.164973
G39	G77	1	0.139078	0.788422	0.335609
G43	G77	1	0.085248	0.581841	0.151812
G47	G77	1	0.140721	0.940452	0.405052
G49	G77	-1	-0.181927	0.99147	-0.552067
G51	G77	1	0.163312	0.987992	0.493842
G52	G77	-1	-0.073542	0.515308	-0.11599
G58	G77	1	0.089124	0.541716	0.147769
G61	G77	1	0.17827	0.905623	0.494131
G62	G77	-1	-0.249779	0.999968	-0.764465
G64	G77	-1	-0.083211	0.518364	-0.132018
G66	G77	1	0.152254	0.922984	0.43011
G70	G77	1	0.11311	0.57688	0.199712
G73	G77	1	0.106845	0.581087	0.190024
G74	G77	1	0.133055	0.857333	0.349137
G77	G77	1	0.142421	0.862644	0.376029
G80	G77	1	0.25515	0.998287	0.779589
G81	G77	-1	-0.140805	0.905026	-0.390027
G89	G77	1	0.173141	0.985721	0.52236
G90	G77	-1	-0.103698	0.75796	-0.240564
G93	G77	1	0.086679	0.643209	0.170641
G94	G77	1	0.164649	0.973383	0.490521
G96	G77	-1	-0.071828	0.506242	-0.111293
G97	G77	1	0.125758	0.754138	0.290269
G100	G77	-1	-0.192813	0.99871	-0.589375
G1	G78	1	0.135914	0.947239	0.394039
G2	G78	1	0.071249	0.50604	0.110352
G5	G78	1	0.150164	0.997658	0.458527
G7	G78	1	0.095109	0.874421	0.254542
G8	G78	-1	-0.107611	0.895493	-0.29494
G17	G78	1	0.109375	0.874891	0.292879
G27	G78	1	0.092039	0.77161	0.217363
G30	G78	-1	-0.097507	0.8226	-0.245493
G31	G78	1	0.121135	0.869585	0.322402
G32	G78	-1	-0.097098	0.599308	-0.178104
G33	G78	1	0.1511	0.955876	0.442059
G34	G78	-1	-0.075432	0.500414	-0.115532
G44	G78	-1	-0.069169	0.557383	-0.118
G45	G78	1	0.100241	0.893134	0.274016
G46	G78	-1	-0.064881	0.53592	-0.106422
G49	G78	1	0.159113	0.996605	0.485338
G50	G78	1	0.121546	0.881633	0.327978
G54	G78	-1	-0.096342	0.68845	-0.203003
G55	G78	1	0.084906	0.726081	0.188686
G57	G78	1	0.086996	0.703098	0.187212
G60	G78	1	0.081087	0.591253	0.146738
G65	G78	-1	-0.111113	0.911516	-0.309988
G66	G78	-1	-0.071471	0.529743	-0.115881
G70	G78	-1	-0.157812	0.967279	-0.467204
G73	G78	-1	-0.095493	0.669986	-0.195819
G81	G78	-1	-0.094985	0.777633	-0.226071
G83	G78	1	0.134089	0.991973	0.407108
G84	G78	-1	-0.098534	0.702515	-0.211865
G86	G78	1	0.07725	0.522319	0.123495
G91	G78	-1	-0.114469	0.961505	-0.336864
G93	G78	1	0.143434	0.995439	0.437
G95	G78	-1	-0.093859	0.800418	-0.229937
G98	G78	-1	-0.1195	0.969877	-0.354733
G100	G78	-1	-0.070381	0.658635	-0.141878
G2	G79	1	0.093363	0.576727	0.164802
G3	G79	-1	-0.091166	0.695315	-0.194014
G4	G79	1	0.159702	0.977591	0.47784
G5	G79	1	0.091448	0.731119	0.204635
G8	G79	1	0.083491	0.604615	0.154501
G9	G79	-1	-0.144327	0.79839	-0.352679
G11	G79	1	0.101111	0.536412	0.166001
G16	G79	-1	-0.123906	0.779663	-0.295675
G19	G79	-1	-0.146993	0.812354	-0.365476
G22	G79	1	0.110492	0.692994	0.234356
G25	G79	1	0.161314	0.907185	0.447902
G26	G79	1	0.091536	0.71779	0.201097
G27	G79	1	0.073739	0.520158	0.117394
G32	G79	-1	-0.113725	0.60081	-0.209126
G35	G79	1	0.071161	0.544803	0.118659
G36	G79	-1	-0.085099	0.615631	-0.160346
G38	G79	1	0.091274	0.52246	0.145955
G42	G79	-1	-0.089278	0.686743	-0.187653
G45	G79	1	0.112251	0.872505	0.299759
G47	G79	-1	-0.114732	0.872151	-0.30626
G49	G79	1	0.209237	0.999638	0.640172
G51	G79	1	0.125721	0.91958	0.353846
G52	G79	-1	-0.10368	0.822525	-0.261011
G55	G79	1	0.093813	0.692684	0.19889
G64	G79	-1	-0.156449	0.97533	-0.467026
G66	G79	1	0.113761	0.765182	0.266424
G67	G79	1	0.114629	0.793427	0.278366
G68	G79	1	0.089593	0.636607	0.174566
G69	G79	-1	-0.138329	0.929791	-0.393653
G72	G79	1	0.140684	0.912619	0.392961
G77	G79	1	0.088397	0.544369	0.147281
G79	G79	1	0.092137	0.549662	0.155005
G90	G79	1	0.156306	0.990302	0.47376
G91	G79	-1	-0.134596	0.960104	-0.395519
G100	G79	-1	-0.098792	0.792287	-0.239563
G2	G80	1	0.092385	0.629077	0.177878
G3	G80	-1	-0.097062	0.815176	-0.242169
G5	G80	1	0.110388	0.924666	0.312409
G7	G80	1	0.075063	0.648926	0.149085
G8	G80	1	0.113399	0.896869	0.311282
G9	G80	-1	-0.150885	0.89557	-0.413581
G25	G80	1	0.151338	0.923141	0.427595
G26	G80	-1	-0.105008	0.89911	-0.288969
G28	G80	-1	-0.075996	0.526649	-0.122498
G37	G80	-1	-0.093155	0.774125	-0.220715
G42	G80	-1	-0.082145	0.689864	-0.173443
G45	G80	1	0.062175	0.510491	0.097145
G46	G80	-1	-0.103559	0.868148	-0.275168
G49	G80	1	0.149943	0.982604	0.450942
G53	G80	1	0.101403	0.761602	0.236371
G60	G80	1	0.094618	0.65961	0.19102
G64	G80	-1	-0.136277	0.964446	-0.402268
G67	G80	-1	-0.116523	0.861087	-0.307096
G69	G80	-1	-0.165094	0.995359	-0.502953
G76	G80	1	0.084835	0.663048	0.17216
G79	G80	-1	-0.108567	0.741124	-0.246265
G81	G80	1	0.076121	0.557133	0.129802
G82	G80	1	0.116254	0.717883	0.255433
G87	G80	1	0.102478	0.670834	0.210408
G90	G80	1	0.065601	0.513879	0.103178
G91	G80	-1	-0.099704	0.85524	-0.260985
G92	G80	1	0.126663	0.928832	0.360082
G94	G80	1	0.077101	0.571866	0.134949
G98	G80	-1	-0.073876	0.611871	-0.13835
G3	G81	1	0.110479	0.902845	0.305286
G5	G81	1	0.076882	0.66047	0.155414
G6	G81	-1	-0.116517	0.689333	-0.24583
G7	G81	1	0.10801	0.919382	0.303932
G12	G81	1	0.188542	0.999218	0.576613
G16	G81	1	0.115712	0.800702	0.283573
G17	G81	-1	-0.095728	0.72395	-0.212112
G18	G81	1	0.164086	0.995365	0.499885
G20	G81	1	0.11666	0.688248	0.245743
G21	G81	1	0.146183	0.953183	0.42647
G23	G81	1	0.092912	0.676002	0.192236
G27	G81	1	0.096475	0.777817	0.229672
G29	G81	1	0.086075	0.639463	0.168464
G30	G81	1	0.074524	0.581137	0.132553
G32	G81	-1	-0.115123	0.667718	-0.235273
G36	G81	-1	-0.114997	0.942491	-0.331727
G37	G81	1	0.077348	0.609687	0.144334
G38	G81	-1	-0.083197	0.523126	-0.133208
G42	G81	-1	-0.092763	0.801371	-0.227524
G43	G81	1	0.080388	0.667488	0.16423
G45	G81	-1	-0.132442	0.971846	-0.393947
G49	G81	1	0.085223	0.632116	0.16488
G52	G81	-1	-0.063132	0.516756	-0.099851
G53	G81	-1	-0.129491	0.925443	-0.366779
G55	G81	1	0.155962	0.992578	0.473806
G58	G81	1	0.13033	0.908425	0.362368
G59	G81	1	0.100839	0.631678	0.194958
G60	G81	-1	-0.106819	0.749609	-0.245075
G63	G81	1	0.090132	0.799518	0.220559
G66	G81	1	0.093918	0.68563	0.197084
G67	G81	1	0.111773	0.838204	0.286749
G69	G81	1	0.087752	0.66715	0.179184
G73	G81	-1	-0.126879	0.835312	-0.324379
G75	G81	1	0.204269	0.999892	0.62513
G77	G81	-1	-0.169904	0.992533	-0.516135
G78	G81	-1	-0.155577	0.921818	-0.43894
G79	G81	1	0.096508	0.648384	0.19152
G80	G81	1	0.115171	0.709775	0.250195
G81	G81	-1	-0.090278	0.686316	-0.189637
G84	G81	1	0.079507	0.536184	0.130476
G92	G81	1	0.111351	0.865727	0.295047
G93	G81	1	0.071429	0.620406	0.135634
G94	G81	1	0.153923	0.990048	0.466418
G97	G81	1	0.075714	0.513975	0.119105
G98	G81	-1	-0.130653	0.975109	-0.38993
G3	G82	1	0.091758	0.823278	0.23121
G4	G82	-1	-0.086972	0.70982	-0.188948
G13	G82	-1	-0.085746	0.529055	-0.138845
G19	G82	1	0.109637	0.711428	0.238729
G33	G82	1	0.136161	0.916114	0.381783
G35	G82	1	0.057616	0.509473	0.089841
G43	G82	-1	-0.091039	0.81809	-0.227953
G46	G82	1	0.075188	0.666411	0.153358
G47	G82	1	0.071986	0.651783	0.143604
G48	G82	1	0.114006	0.953457	0.332693
G50	G82	-1	-0.088383	0.64467	-0.17439
G53	G82	1	0.06746	0.525214	0.108442
G57	G82	1	0.109542	0.894227	0.299807
G59	G82	1	0.097896	0.650267	0.194838
G62	G82	1	0.075407	0.55204	0.127408
G78	G82	1	0.085317	0.556108	0.145215
G80	G82	-1	-0.12673	0.825691	-0.320266
G86	G82	-1	-0.093267	0.636626	-0.181731
G91	G82	-1	-0.117354	0.965996	-0.346968
G94	G82	1	0.094408	0.784491	0.22668
G95	G82	1	0.079762	0.677749	0.165456
G97	G82	1	0.084286	0.621093	0.160224
G99	G82	-1	-0.065832	0.567388	-0.114323
G100	G82	-1	-0.072246	0.673754	-0.148981
G3	G83	1	0.109852	0.839678	0.282316
